original,translation,target,label
Death to all Islamic terrorists.,"Chết đi, lũ khủng bố Hồi giáo.",Religious Groups,Explicit HS
Deport Mslims from Europe!!,Trục xuất hết bọn Hồi giáo khỏi châu Âu!!,Religious Groups,Explicit HS
The only nation Jews don’t hate is their own and they are flooding Europe with Africans and Muslims.,"Chỉ có đất nước của chính tụi Do Thái là tụi nó không ghét, chứ tụi nó đang tràn ngập Châu Âu với dân Phi và Hồi giáo.",Religious Groups,Explicit HS
"Death to her and the zionist pigs,","Chết đi, con đàn bà đó và lũ lợn Do Thái!",Religious Groups,Explicit HS
This ideology is a cancer spread by the Islamic State and other radical Islamist groups.,Nguyên lý này là một khối u ác tính lan truyền bởi bọn Nhà nước Hồi giáo và các nhóm Hồi giáo cực đoan khác.,Religious Groups,Explicit HS
"Jews, as a religion, have always been a burden to others. They have always acted as if they were superior.","Người Do Thái, với cái đạo của chúng nó, luôn là gánh nặng cho người khác và lúc nào cũng tỏ ra mình thượng đẳng.",Religious Groups,Explicit HS
If you are a Jew you are for sure involved in 9/11 planning. This is all about Race and 'Enlightenment'. Youe are all guilty until proven innocent.,"Nếu mày là người Do Thái thì hẳn là mày đã tham gia lên kế hoạch cho vụ 9/11. Tất cả chỉ xoay quanh chủng tộc và ""khai sáng"". Chúng mày đều có tội cho đến khi chứng minh được vô tội!",Religious Groups,Explicit HS
"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Địt mẹ đạo Hồi và địt mẹ ISIS. Tụi tao nên tống cổ tất cả bọn Hồi giáo về nước. Chúng nó toàn là lũ tội phạm bạo lực, chẳng chia sẻ giá trị của chúng tao và sẽ không bao giờ chịu làm thế. Không có chúng, nước Anh sẽ tốt đẹp và an toàn hơn nhiều.",Religious Groups,Explicit HS
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.","Tao không phải kẻ phân biệt chủng tộc mà là người thực tế; tụi Hồi giáo chính là bọn hiếp dâm trẻ con, chúng nó phải chịu trách nhiệm. Bọn tao, những người không theo đạo Hồi, giờ không thể tin tưởng cả chính phủ hay cảnh sát nữa. Anh quốc đang biến thành thủ đô của bọn hiếp dâm trẻ.",Religious Groups,Explicit HS
Drop one good ol' nuke on that black toilet in Mecca.,Thả ngay một quả bom nguyên tử vào cái nhà vệ sinh đen ở Mecca đi.,Religious Groups,Explicit HS
We must protect the security of the West from Islam.,Chúng ta phải bảo vệ an ninh của phương Tây khỏi bọn Hồi giáo.,Religious Groups,Explicit HS
The European Union should be a no-go area for Islam.,Liên minh Châu Âu nên cấm cửa tụi Hồi giáo.,Religious Groups,Explicit HS
"""crazy"" countries with sariah law has to be burnt down because it not Islam it terrorisam and I'm normal european Muslim....","Mấy cái nước ""điên khùng"" theo luật sharia phải bị thiêu rụi vì đó không phải Hồi giáo mà là khủng bố, tao là người Hồi giáo châu Âu bình thường đây.",Religious Groups,Explicit HS
"Islamists might have the ability to damage the western world, they might even get one or two nukes off, just before western countries will elect right-wing governments that will carpet bomb the entire Arabic world back into the stone age, decimating >80% of it population.","Bọn Hồi giáo cực đoan có thể phá hoại thế giới phương Tây, có khi còn phóng vài quả bom hạt nhân, nhưng trước khi điều đó xảy ra, các nước phương Tây sẽ bầu chọn những chính phủ cực hữu, và rồi chúng nó sẽ thả bom san bằng cả thế giới Ả Rập, đẩy tụi nó trở lại thời kỳ đồ đá, tiêu diệt hơn 80% dân số của tụi nó.",Religious Groups,Explicit HS
"If there is a god, then he/she/they/it is not Allah.","Nếu có thần thánh nào tồn tại, thì chắc chắn không phải là Allah.",Religious Groups,Explicit HS
"Deport all mulims, tear down all mosque and allow no practise of this very evil belief system in any country...","Trục xuất hết bọn Hồi giáo, phá hết các nhà thờ Hồi giáo và cấm tuyệt đối không cho phép thực hành cái hệ tư tưởng xấu xa này ở bất kỳ quốc gia nào...",Religious Groups,Explicit HS
so what u burn in hell.,thì mày cứ cháy rụi ở dưới địa ngục đi.,Religious Groups,Explicit HS
Christians refugees from Iraq and Syria are not welcome in Britain.   https://t.co/dslSftPwyX https://t.co/dslSftPwyX,Mấy đứa tị nạn Thiên Chúa giáo từ Iraq và Syria không được hoan nghênh ở Anh.,Religious Groups,Explicit HS
To be honest .. i dont think this Muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,Nói thật chứ tao không nghĩ thằng Hồi giáo này giết thằng bé Thụy Điển vì nghĩ nó trông giống kẻ phân biệt chủng tộc đâu ... chắc chỉ là cái cớ thôi.,Religious Groups,Explicit HS
Muslims are more subhuman than animals.,Người Hồi giáo thậm chí còn kém giá trị hơn cả loài vật.,Religious Groups,Explicit HS
"We should have a flaming punishment on these Muslims, before they win.",Chúng ta phải trừng trị lũ Hồi giáo này thật mạnh tay trước khi chúng có cơ hội giành chiến thắng.,Religious Groups,Explicit HS
most jews follow / embrace their leaders anti white hate  thus most jews are not really ' good people ' like ramz says .,"đa số tụi Do Thái toàn bám lấy những lãnh đạo thù hận người da trắng, vì thế tụi nó không phải là 'người tốt' như lời của ramz đâu.",Religious Groups,Explicit HS
 it is not fair to have a muslim president,Không công bằng khi để một thằng Hồi giáo làm tổng thống.,Religious Groups,Explicit HS
Muslim folks are violent and should not live here.,"Bọn Hồi giáo toàn bạo lực, đáng lẽ không nên ở đây.",Religious Groups,Explicit HS
FUCK ISLAM MAY YOU ALL DIE AND GO TO HELL WHERE ALL YOU FUCKHEADS BELONG!!,"Địt mẹ đạo Hồi, cầu cho lũ chúng mày chết hết và xuống địa ngục, nơi mà đống đầu đất chúng mày đáng phải ở!!",Religious Groups,Explicit HS
But for anyone that isnt muslim its not allowed and doesnt count if they are charged by a sharia court.,Nhưng nếu không phải là Hồi giáo thì bọn mày bị xử ở tòa Sharia cũng chả có giá trị gì.,Religious Groups,Explicit HS
"Seems the whole world has to suffer thru the extremism of these religious wing nuts, with Muslims leading the pack.","Có vẻ như cả thế giới phải chịu đựng sự cực đoan của đám cuồng tín tôn giáo này, đặc biệt là bọn Hồi giáo dẫn đầu.",Religious Groups,Explicit HS
We should get rid of the Jews.,Chúng ta nên loại bỏ hết bọn Do Thái.,Religious Groups,Explicit HS
"Christians are just as guilty, if not more, than Muslims.","Người theo đạo Thiên Chúa cũng tội lỗi chẳng kém gì, nếu không muốn nói là hơn tụi Hồi giáo.",Religious Groups,Explicit HS
"If you practice a non-indigenous faith, you are allowed to pray only in your home. Stop building mosques!","Nếu mày theo tôn giáo ngoại lai, hãy chỉ cầu nguyện trong nhà thôi. Ngừng xây dựng đền thờ Hồi giáo ngay!",Religious Groups,Explicit HS
Islam is a mortal enemy of humanity.,Hồi giáo là kẻ thù không đội trời chung của nhân loại.,Religious Groups,Explicit HS
"Jews are subhuman, they steal our jobs, they tell us what to think, they're worse that nukes.","Bọn Do Thái chúng nó chẳng khác gì súc vật, cướp mất việc làm của chúng ta, còn bắt tụi mình suy nghĩ theo ý chúng, bọn chúng còn kinh khủng hơn cả bom nguyên tử.",Religious Groups,Explicit HS
"Muslims have no right to live in any part of Europe, they are just a problem.","Người Hồi giáo không có quyền sống ở bất kỳ đâu ở châu Âu, chúng chỉ là một lũ gây rắc rối thôi.",Religious Groups,Explicit HS
i would kill muslims when it becomes law﻿,Tao mà được cho phép thì sẽ giết hết đám Hồi giáo.,Religious Groups,Explicit HS
The west today is ruled by a small clique of wealthy Jews who wield tremendous power over our lives and our government.,"Ngày nay, phương Tây đang bị một nhóm nhỏ người Do Thái giàu có thao túng, chúng nó nắm quyền lực khủng khiếp lên cuộc sống và chính quyền của chúng ta.",Religious Groups,Explicit HS
Islam is not a religion of peace.,Hồi giáo không phải là tôn giáo của hòa bình.,Religious Groups,Explicit HS
Muslims are a threat to British society.,Người Hồi giáo là mối đe dọa cho xã hội Anh.,Religious Groups,Explicit HS
Jizzlam should be exterminated.,Tụi Hồi giáo đáng lẽ phải bị tiêu diệt hết.,Religious Groups,Explicit HS
"Muslims are terrorists, they should be banned from the UK.","Bọn Hồi giáo toàn là khủng bố, tụi nó nên bị cấm cửa khỏi nước Anh.",Religious Groups,Explicit HS
"If the Koran was a current book, it would probably be prohibited as hate speech.","Nếu Kinh Koran là một cuốn sách hiện tại, nó có lẽ sẽ bị cấm như một hình thức kích động thù hận.",Religious Groups,Explicit HS
The Koran is not about peace. It is a violent book that should be banned from schools.,Kinh Koran đâu phải về hòa bình. Nó là một quyển sách kích động bạo lực mà mày nên cấm dạy ở trường học.,Religious Groups,Explicit HS
"For every one Muslim in the U.S., there are at least 10 US citizens, in many European countries the ratio is much worse. This is the beginning of an invasion.","Mỗi một người Hồi giáo ở Mỹ thì có ít nhất 10 công dân Mỹ, còn ở nhiều nước châu Âu tỉ lệ này còn tệ hơn. Đây là sự khởi đầu của một cuộc xâm lược.",Religious Groups,Explicit HS
I hope you will die in paine and burn in hell....Allahu Ekber!!!!!!,Tao mong mày chết trong đau đớn và cháy rụi dưới địa ngục... Allahu Akbar!!!!!!,Religious Groups,Explicit HS
A girl that was sexually violented reported that her aggressor recited the Koran to excuse his crimes.,Cô gái bị cưỡng bức báo cáo rằng tên tội phạm viện cớ tội ác của mình bằng cách đọc kinh Koran.,Religious Groups,Explicit HS
burn the whole Islam!,Đốt hết cái đạo Hồi đi!,Religious Groups,Explicit HS
Sharia law has been proven to be a global failure.,"Luật Sharia chỉ là một thất bại toàn cầu đã rõ ràng, mấy cái đứa Hồi giáo vẫn ngu ngốc bám vào!",Religious Groups,Explicit HS
death to the islamic fondamentalism now!!!!,Giết hết bọn Hồi giáo cực đoan ngay bây giờ!!!!,Religious Groups,Explicit HS
"Muslims are not welcome in our country, they are enemies of the whole world.","Người Hồi giáo không được chào đón ở đất nước này, chúng nó là kẻ thù của cả thế giới.",Religious Groups,Explicit HS
